trace,num_requests,num_objects,req_gib,obj_gib,compulsory_miss_ratio,obj_size_req,obj_size_obj,freq_mean,time_span_sec,onehit_count,onehit_ratio
tencentBlock.ns9563.oracleGeneral.zst,2030042,491261,0.0019,0.0005,0.242,1.0,1.0,4.1323,781198,282676,0.5754
tencentBlock.ns9551.oracleGeneral.zst,13210276,3853914,0.0123,0.0036,0.2917,1.0,1.0,3.4278,781199,2594101,0.6731
tencentBlock.ns9544.oracleGeneral.zst,3773165,182791,0.0035,0.0002,0.0484,1.0,1.0,20.642,781199,31032,0.1698
tencentBlock.ns9539.oracleGeneral.zst,6961682,216497,0.0065,0.0002,0.0311,1.0,1.0,32.156,781199,80668,0.3726
tencentBlock.ns9533.oracleGeneral.zst,2804477,586886,0.0026,0.0005,0.2093,1.0,1.0,4.7786,781199,273236,0.4656
tencentBlock.ns9525.oracleGeneral.zst,4088217,242758,0.0038,0.0002,0.0594,1.0,1.0,16.8407,781195,46134,0.19
tencentBlock.ns9519.oracleGeneral.zst,4103629,155137,0.0038,0.0001,0.0378,1.0,1.0,26.4516,781197,32522,0.2096
tencentBlock.ns9512.oracleGeneral.zst,2399044,126412,0.0022,0.0001,0.0527,1.0,1.0,18.978,781198,4128,0.0327
tencentBlock.ns9506.oracleGeneral.zst,8129655,388374,0.0076,0.0004,0.0478,1.0,1.0,20.9325,781199,62458,0.1608
tencentBlock.ns9502.oracleGeneral.zst,1281352,138620,0.0012,0.0001,0.1082,1.0,1.0,9.2436,781198,6792,0.049
tencentBlock.ns9495.oracleGeneral.zst,1549318,134435,0.0014,0.0001,0.0868,1.0,1.0,11.5247,781197,11959,0.089
tencentBlock.ns9485.oracleGeneral.zst,1845066,572534,0.0017,0.0005,0.3103,1.0,1.0,3.2226,781199,229105,0.4002
tencentBlock.ns9476.oracleGeneral.zst,60543701,627149,0.0564,0.0006,0.0104,1.0,1.0,96.538,781199,34379,0.0548
tencentBlock.ns9468.oracleGeneral.zst,1172470,151444,0.0011,0.0001,0.1292,1.0,1.0,7.7419,781199,28380,0.1874
tencentBlock.ns9466.oracleGeneral.zst,7840373,163011,0.0073,0.0002,0.0208,1.0,1.0,48.0972,781199,52847,0.3242
tencentBlock.ns9462.oracleGeneral.zst,4047844,310454,0.0038,0.0003,0.0767,1.0,1.0,13.0385,781199,49046,0.158
tencentBlock.ns9453.oracleGeneral.zst,11855292,337218,0.011,0.0003,0.0284,1.0,1.0,35.1562,781199,61596,0.1827
tencentBlock.ns9441.oracleGeneral.zst,1497778,170113,0.0014,0.0002,0.1136,1.0,1.0,8.8046,781199,26257,0.1544
tencentBlock.ns9440.oracleGeneral.zst,58050592,3889157,0.0541,0.0036,0.067,1.0,1.0,14.9263,781199,462434,0.1189
tencentBlock.ns9432.oracleGeneral.zst,3005551,104097,0.0028,0.0001,0.0346,1.0,1.0,28.8726,781199,17247,0.1657
tencentBlock.ns9426.oracleGeneral.zst,4699163,456477,0.0044,0.0004,0.0971,1.0,1.0,10.2944,781198,111088,0.2434
tencentBlock.ns9422.oracleGeneral.zst,1953947,133269,0.0018,0.0001,0.0682,1.0,1.0,14.6617,781199,55067,0.4132
tencentBlock.ns9419.oracleGeneral.zst,2775641,325718,0.0026,0.0003,0.1173,1.0,1.0,8.5216,781198,9032,0.0277
tencentBlock.ns9413.oracleGeneral.zst,3165323,549349,0.0029,0.0005,0.1736,1.0,1.0,5.762,781198,321501,0.5852
tencentBlock.ns9408.oracleGeneral.zst,1720645,144039,0.0016,0.0001,0.0837,1.0,1.0,11.9457,781199,41664,0.2893
tencentBlock.ns9397.oracleGeneral.zst,3426105,110418,0.0032,0.0001,0.0322,1.0,1.0,31.0285,781198,21696,0.1965
tencentBlock.ns9391.oracleGeneral.zst,2438340,142754,0.0023,0.0001,0.0585,1.0,1.0,17.0807,781199,50158,0.3514
tencentBlock.ns9388.oracleGeneral.zst,3189781,270851,0.003,0.0003,0.0849,1.0,1.0,11.7769,781199,35196,0.1299
tencentBlock.ns9385.oracleGeneral.zst,5031567,630372,0.0047,0.0006,0.1253,1.0,1.0,7.9819,781199,161062,0.2555
tencentBlock.ns9378.oracleGeneral.zst,55357096,2868303,0.0516,0.0027,0.0518,1.0,1.0,19.2996,781199,292524,0.102
tencentBlock.ns9372.oracleGeneral.zst,50772149,2873705,0.0473,0.0027,0.0566,1.0,1.0,17.6678,781199,296197,0.1031
tencentBlock.ns9366.oracleGeneral.zst,1281302,128944,0.0012,0.0001,0.1006,1.0,1.0,9.9369,781194,4591,0.0356
tencentBlock.ns9365.oracleGeneral.zst,1612912,369582,0.0015,0.0003,0.2291,1.0,1.0,4.3642,781199,102634,0.2777
tencentBlock.ns9358.oracleGeneral.zst,7449098,256840,0.0069,0.0002,0.0345,1.0,1.0,29.0029,781199,6236,0.0243
tencentBlock.ns9356.oracleGeneral.zst,1185760,155018,0.0011,0.0001,0.1307,1.0,1.0,7.6492,781198,30955,0.1997
tencentBlock.ns9353.oracleGeneral.zst,2183719,289063,0.002,0.0003,0.1324,1.0,1.0,7.5545,781196,43463,0.1504
tencentBlock.ns9336.oracleGeneral.zst,4456043,154547,0.0042,0.0001,0.0347,1.0,1.0,28.8329,781199,19219,0.1244
tencentBlock.ns9327.oracleGeneral.zst,15757921,953431,0.0147,0.0009,0.0605,1.0,1.0,16.5276,781199,218605,0.2293
tencentBlock.ns9324.oracleGeneral.zst,22731447,4564846,0.0212,0.0043,0.2008,1.0,1.0,4.9797,781197,3684909,0.8072
tencentBlock.ns9319.oracleGeneral.zst,7769266,346005,0.0072,0.0003,0.0445,1.0,1.0,22.4542,781197,60126,0.1738
tencentBlock.ns9313.oracleGeneral.zst,7347951,510800,0.0068,0.0005,0.0695,1.0,1.0,14.3852,781199,225981,0.4424
tencentBlock.ns9312.oracleGeneral.zst,1683676,165037,0.0016,0.0002,0.098,1.0,1.0,10.2018,781196,1895,0.0115
tencentBlock.ns9310.oracleGeneral.zst,3176933,256868,0.003,0.0002,0.0809,1.0,1.0,12.368,781199,110192,0.429
tencentBlock.ns9302.oracleGeneral.zst,8004722,640871,0.0075,0.0006,0.0801,1.0,1.0,12.4904,781199,127940,0.1996
tencentBlock.ns9296.oracleGeneral.zst,4957575,674597,0.0046,0.0006,0.1361,1.0,1.0,7.3489,781198,253854,0.3763
tencentBlock.ns9289.oracleGeneral.zst,4160086,375901,0.0039,0.0004,0.0904,1.0,1.0,11.067,781199,109613,0.2916
tencentBlock.ns9278.oracleGeneral.zst,38492021,878345,0.0358,0.0008,0.0228,1.0,1.0,43.8234,781199,250126,0.2848
tencentBlock.ns9272.oracleGeneral.zst,5462520,194909,0.0051,0.0002,0.0357,1.0,1.0,28.026,781198,56822,0.2915
tencentBlock.ns9253.oracleGeneral.zst,4099274,139460,0.0038,0.0001,0.034,1.0,1.0,29.3939,781197,27617,0.198
tencentBlock.ns9249.oracleGeneral.zst,2834389,271519,0.0026,0.0003,0.0958,1.0,1.0,10.439,781198,66056,0.2433
tencentBlock.ns9240.oracleGeneral.zst,10087874,778805,0.0094,0.0007,0.0772,1.0,1.0,12.953,781199,319604,0.4104
tencentBlock.ns9237.oracleGeneral.zst,2430877,317966,0.0023,0.0003,0.1308,1.0,1.0,7.6451,781199,116557,0.3666
tencentBlock.ns9227.oracleGeneral.zst,4100778,317959,0.0038,0.0003,0.0775,1.0,1.0,12.8972,296546,87850,0.2763
tencentBlock.ns9220.oracleGeneral.zst,6722113,116536,0.0063,0.0001,0.0173,1.0,1.0,57.6827,145347,51812,0.4446
tencentBlock.ns9214.oracleGeneral.zst,7720670,1539892,0.0072,0.0014,0.1995,1.0,1.0,5.0138,781197,769515,0.4997
tencentBlock.ns9210.oracleGeneral.zst,1073562,180081,0.001,0.0002,0.1677,1.0,1.0,5.9616,781194,34470,0.1914
tencentBlock.ns9202.oracleGeneral.zst,3315107,334124,0.0031,0.0003,0.1008,1.0,1.0,9.9218,781198,74876,0.2241
tencentBlock.ns9194.oracleGeneral.zst,47713223,2778013,0.0444,0.0026,0.0582,1.0,1.0,17.1753,781199,278441,0.1002
tencentBlock.ns9193.oracleGeneral.zst,10530803,127781,0.0098,0.0001,0.0121,1.0,1.0,82.4129,781198,7025,0.055
tencentBlock.ns9190.oracleGeneral.zst,4455296,516402,0.0041,0.0005,0.1159,1.0,1.0,8.6276,781197,135116,0.2616
tencentBlock.ns9189.oracleGeneral.zst,1178190,204565,0.0011,0.0002,0.1736,1.0,1.0,5.7595,781194,68590,0.3353
tencentBlock.ns9171.oracleGeneral.zst,3539302,312084,0.0033,0.0003,0.0882,1.0,1.0,11.3409,781193,88364,0.2831
tencentBlock.ns9166.oracleGeneral.zst,2056941,236454,0.0019,0.0002,0.115,1.0,1.0,8.6991,781196,66315,0.2805
tencentBlock.ns9161.oracleGeneral.zst,1397476,231456,0.0013,0.0002,0.1656,1.0,1.0,6.0378,781193,42526,0.1837
tencentBlock.ns9157.oracleGeneral.zst,4323243,237180,0.004,0.0002,0.0549,1.0,1.0,18.2277,781199,24301,0.1025
tencentBlock.ns9149.oracleGeneral.zst,1524585,129676,0.0014,0.0001,0.0851,1.0,1.0,11.7569,781198,35342,0.2725
tencentBlock.ns9141.oracleGeneral.zst,9676960,106569,0.009,0.0001,0.011,1.0,1.0,90.8046,781199,17046,0.16
tencentBlock.ns9133.oracleGeneral.zst,6991649,873581,0.0065,0.0008,0.1249,1.0,1.0,8.0034,781199,309061,0.3538
tencentBlock.ns9122.oracleGeneral.zst,2941988,169672,0.0027,0.0002,0.0577,1.0,1.0,17.3393,781199,53759,0.3168
tencentBlock.ns9118.oracleGeneral.zst,10048684,2108215,0.0094,0.002,0.2098,1.0,1.0,4.7664,781197,1023039,0.4853
tencentBlock.ns9099.oracleGeneral.zst,3717005,229931,0.0035,0.0002,0.0619,1.0,1.0,16.1657,781199,56817,0.2471
tencentBlock.ns9083.oracleGeneral.zst,2190537,139105,0.002,0.0001,0.0635,1.0,1.0,15.7474,781199,43066,0.3096
tencentBlock.ns9075.oracleGeneral.zst,1447646,170793,0.0013,0.0002,0.118,1.0,1.0,8.476,781196,28136,0.1647
tencentBlock.ns9049.oracleGeneral.zst,5054717,282245,0.0047,0.0003,0.0558,1.0,1.0,17.909,781199,92324,0.3271
tencentBlock.ns9046.oracleGeneral.zst,1865934,599229,0.0017,0.0006,0.3211,1.0,1.0,3.1139,781199,256046,0.4273
tencentBlock.ns9024.oracleGeneral.zst,2009125,104210,0.0019,0.0001,0.0519,1.0,1.0,19.2796,781199,14217,0.1364
tencentBlock.ns9011.oracleGeneral.zst,2064065,270440,0.0019,0.0003,0.131,1.0,1.0,7.6322,778447,106751,0.3947
tencentBlock.ns9006.oracleGeneral.zst,4341400,686039,0.004,0.0006,0.158,1.0,1.0,6.3282,781196,308988,0.4504
tencentBlock.ns9002.oracleGeneral.zst,1197196,129588,0.0011,0.0001,0.1082,1.0,1.0,9.2385,781194,44561,0.3439
tencentBlock.ns8996.oracleGeneral.zst,2725777,120856,0.0025,0.0001,0.0443,1.0,1.0,22.5539,781198,11225,0.0929
tencentBlock.ns8989.oracleGeneral.zst,1941042,198876,0.0018,0.0002,0.1025,1.0,1.0,9.7601,781198,6191,0.0311
tencentBlock.ns8981.oracleGeneral.zst,1890366,626719,0.0018,0.0006,0.3315,1.0,1.0,3.0163,781198,277079,0.4421
tencentBlock.ns8974.oracleGeneral.zst,5046158,648811,0.0047,0.0006,0.1286,1.0,1.0,7.7775,781199,147651,0.2276
tencentBlock.ns8970.oracleGeneral.zst,89902675,136854,0.0837,0.0001,0.0015,1.0,1.0,656.924,781199,29423,0.215
tencentBlock.ns8964.oracleGeneral.zst,2925769,100027,0.0027,0.0001,0.0342,1.0,1.0,29.2498,781198,13295,0.1329
tencentBlock.ns8957.oracleGeneral.zst,3120968,694564,0.0029,0.0006,0.2225,1.0,1.0,4.4934,781197,280658,0.4041
tencentBlock.ns8956.oracleGeneral.zst,1091292,226379,0.001,0.0002,0.2074,1.0,1.0,4.8206,781197,84509,0.3733
tencentBlock.ns8937.oracleGeneral.zst,39709499,7180726,0.037,0.0067,0.1808,1.0,1.0,5.53,781197,2423588,0.3375
tencentBlock.ns8932.oracleGeneral.zst,11975789,340914,0.0112,0.0003,0.0285,1.0,1.0,35.1285,781199,113044,0.3316
tencentBlock.ns8927.oracleGeneral.zst,26295908,995099,0.0245,0.0009,0.0378,1.0,1.0,26.4254,781199,314015,0.3156
tencentBlock.ns8920.oracleGeneral.zst,1893471,319036,0.0018,0.0003,0.1685,1.0,1.0,5.935,204748,58601,0.1837
tencentBlock.ns8912.oracleGeneral.zst,3303955,396793,0.0031,0.0004,0.1201,1.0,1.0,8.3266,781195,132194,0.3332
tencentBlock.ns8905.oracleGeneral.zst,1187548,192915,0.0011,0.0002,0.1624,1.0,1.0,6.1558,781196,37687,0.1954
tencentBlock.ns8893.oracleGeneral.zst,3499677,134853,0.0033,0.0001,0.0385,1.0,1.0,25.9518,781197,40529,0.3005
tencentBlock.ns8877.oracleGeneral.zst,1528515,157399,0.0014,0.0001,0.103,1.0,1.0,9.7111,781199,4226,0.0268
tencentBlock.ns8872.oracleGeneral.zst,4478765,746330,0.0042,0.0007,0.1666,1.0,1.0,6.0011,781199,415785,0.5571
tencentBlock.ns8861.oracleGeneral.zst,3975647,337084,0.0037,0.0003,0.0848,1.0,1.0,11.7942,781198,70551,0.2093
tencentBlock.ns8852.oracleGeneral.zst,1606258,202193,0.0015,0.0002,0.1259,1.0,1.0,7.9442,781197,74322,0.3676
tencentBlock.ns8851.oracleGeneral.zst,2007453,114490,0.0019,0.0001,0.057,1.0,1.0,17.5339,781199,22103,0.1931
tencentBlock.ns8844.oracleGeneral.zst,1034398,151192,0.001,0.0001,0.1462,1.0,1.0,6.8416,211317,42616,0.2819
tencentBlock.ns8835.oracleGeneral.zst,4358529,206641,0.0041,0.0002,0.0474,1.0,1.0,21.0923,670949,76342,0.3694
tencentBlock.ns8834.oracleGeneral.zst,3657046,180055,0.0034,0.0002,0.0492,1.0,1.0,20.3107,433349,70478,0.3914
tencentBlock.ns8825.oracleGeneral.zst,23558303,2431079,0.0219,0.0023,0.1032,1.0,1.0,9.6905,781194,1432817,0.5894
tencentBlock.ns8809.oracleGeneral.zst,46327791,2893589,0.0431,0.0027,0.0625,1.0,1.0,16.0105,781199,317014,0.1096
tencentBlock.ns8807.oracleGeneral.zst,1894393,181072,0.0018,0.0002,0.0956,1.0,1.0,10.4621,781198,27681,0.1529
tencentBlock.ns8804.oracleGeneral.zst,2181596,127192,0.002,0.0001,0.0583,1.0,1.0,17.152,781199,42564,0.3346
tencentBlock.ns8796.oracleGeneral.zst,2800867,233359,0.0026,0.0002,0.0833,1.0,1.0,12.0024,781199,71934,0.3083
tencentBlock.ns8787.oracleGeneral.zst,4770201,167349,0.0044,0.0002,0.0351,1.0,1.0,28.5045,781199,27389,0.1637
tencentBlock.ns8779.oracleGeneral.zst,3818665,454395,0.0036,0.0004,0.119,1.0,1.0,8.4038,781198,136836,0.3011
tencentBlock.ns8768.oracleGeneral.zst,4079359,451038,0.0038,0.0004,0.1106,1.0,1.0,9.0444,781199,68127,0.151
tencentBlock.ns8757.oracleGeneral.zst,3695643,466390,0.0034,0.0004,0.1262,1.0,1.0,7.9239,781196,140993,0.3023
tencentBlock.ns8749.oracleGeneral.zst,20269661,113929,0.0189,0.0001,0.0056,1.0,1.0,177.9149,781199,9068,0.0796
tencentBlock.ns8747.oracleGeneral.zst,3447936,166322,0.0032,0.0002,0.0482,1.0,1.0,20.7305,781198,67089,0.4034
tencentBlock.ns8742.oracleGeneral.zst,5997511,150949,0.0056,0.0001,0.0252,1.0,1.0,39.732,781199,36706,0.2432
tencentBlock.ns8735.oracleGeneral.zst,4862736,402186,0.0045,0.0004,0.0827,1.0,1.0,12.0908,781199,160449,0.3989
tencentBlock.ns8729.oracleGeneral.zst,1563513,180526,0.0015,0.0002,0.1155,1.0,1.0,8.6609,781195,3914,0.0217
tencentBlock.ns8722.oracleGeneral.zst,2917557,298005,0.0027,0.0003,0.1021,1.0,1.0,9.7903,781199,134431,0.4511
tencentBlock.ns8714.oracleGeneral.zst,12299695,1097089,0.0115,0.001,0.0892,1.0,1.0,11.2112,781199,571630,0.521
tencentBlock.ns8709.oracleGeneral.zst,1772948,236681,0.0017,0.0002,0.1335,1.0,1.0,7.4909,781199,29452,0.1244
tencentBlock.ns8704.oracleGeneral.zst,2143433,257043,0.002,0.0002,0.1199,1.0,1.0,8.3388,781197,79744,0.3102
tencentBlock.ns8699.oracleGeneral.zst,1494384,180010,0.0014,0.0002,0.1205,1.0,1.0,8.3017,781195,15642,0.0869
tencentBlock.ns8689.oracleGeneral.zst,3876221,367381,0.0036,0.0003,0.0948,1.0,1.0,10.551,781198,69603,0.1895
tencentBlock.ns8680.oracleGeneral.zst,1679018,368656,0.0016,0.0003,0.2196,1.0,1.0,4.5544,781194,154493,0.4191
tencentBlock.ns8673.oracleGeneral.zst,16815371,268270,0.0157,0.0002,0.016,1.0,1.0,62.6808,781199,114177,0.4256
tencentBlock.ns8665.oracleGeneral.zst,1657619,182898,0.0015,0.0002,0.1103,1.0,1.0,9.0631,781195,3493,0.0191
tencentBlock.ns8659.oracleGeneral.zst,1474099,158424,0.0014,0.0001,0.1075,1.0,1.0,9.3048,781194,9935,0.0627
tencentBlock.ns8655.oracleGeneral.zst,6843217,247147,0.0064,0.0002,0.0361,1.0,1.0,27.6889,781199,84428,0.3416
tencentBlock.ns8648.oracleGeneral.zst,3843278,112748,0.0036,0.0001,0.0293,1.0,1.0,34.0873,781199,14669,0.1301
tencentBlock.ns8639.oracleGeneral.zst,4101667,436813,0.0038,0.0004,0.1065,1.0,1.0,9.39,781198,80524,0.1843
tencentBlock.ns8638.oracleGeneral.zst,3442389,631640,0.0032,0.0006,0.1835,1.0,1.0,5.4499,781199,498025,0.7885
tencentBlock.ns8631.oracleGeneral.zst,1531809,294565,0.0014,0.0003,0.1923,1.0,1.0,5.2002,781198,120597,0.4094
tencentBlock.ns8629.oracleGeneral.zst,2572570,283340,0.0024,0.0003,0.1101,1.0,1.0,9.0794,781197,44760,0.158
tencentBlock.ns8623.oracleGeneral.zst,2994160,346846,0.0028,0.0003,0.1158,1.0,1.0,8.6325,781197,42775,0.1233
tencentBlock.ns8610.oracleGeneral.zst,188982398,1034413,0.176,0.001,0.0055,1.0,1.0,182.6953,781199,100950,0.0976
tencentBlock.ns8608.oracleGeneral.zst,40554758,332608,0.0378,0.0003,0.0082,1.0,1.0,121.9296,781199,89576,0.2693
tencentBlock.ns8605.oracleGeneral.zst,3001335,186055,0.0028,0.0002,0.062,1.0,1.0,16.1314,781199,94036,0.5054
tencentBlock.ns8597.oracleGeneral.zst,2517341,249781,0.0023,0.0002,0.0992,1.0,1.0,10.0782,781198,73021,0.2923
tencentBlock.ns8584.oracleGeneral.zst,3086769,280165,0.0029,0.0003,0.0908,1.0,1.0,11.0177,781199,67139,0.2396
tencentBlock.ns8581.oracleGeneral.zst,4038429,100410,0.0038,0.0001,0.0249,1.0,1.0,40.2194,781195,9444,0.0941
tencentBlock.ns8575.oracleGeneral.zst,1712937,186078,0.0016,0.0002,0.1086,1.0,1.0,9.2055,781197,26798,0.144
tencentBlock.ns8566.oracleGeneral.zst,3021702,335881,0.0028,0.0003,0.1112,1.0,1.0,8.9963,781194,67775,0.2018
tencentBlock.ns8564.oracleGeneral.zst,4258751,396458,0.004,0.0004,0.0931,1.0,1.0,10.742,781198,91062,0.2297
tencentBlock.ns8554.oracleGeneral.zst,5280716,454519,0.0049,0.0004,0.0861,1.0,1.0,11.6183,781195,77764,0.1711
tencentBlock.ns8546.oracleGeneral.zst,5992806,731321,0.0056,0.0007,0.122,1.0,1.0,8.1945,781199,34552,0.0472
tencentBlock.ns8530.oracleGeneral.zst,3123268,215336,0.0029,0.0002,0.0689,1.0,1.0,14.5042,781199,24440,0.1135
